公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,Python高级开发工程师 (MJ003815),3-5年,本科,15k-25k,"股权激励,上市平台,发展空间,大平台"
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,高级python开发工程师,3-5年,本科,20k-30k,六险一金
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,中高级python工程师,1-3年,大专,15k-30k,"氛围好,技术大牛,福利好"
北京奥鹏远程教育中心有限公司,慕课网,50-150人,不需要融资,海淀区,python兼职讲师,5-10年,不限,18k-36k,"时间自由,分成丰厚,持续分成"
北京势在必行网络科技有限公司,币信,50-150人,不需要融资,海淀区,python开发工程师,1-3年,大专,15k-30k,"年底双薪,午餐补助,休闲餐点,弹性工作"
同方知网（北京）技术有限公司,知网,2000人以上,上市公司,海淀区,Python工程师,应届毕业生,本科,7k-11k,"产品研发,数据库产品,待遇从优,前景广阔"
北京外麦王科技有限公司,外麦王,150-500人,A轮,海淀区,Python高级开发工程师,5-10年,本科,15k-30k,提供住宿 团队好 待遇好
北京天桐互动信息技术有限公司,天桐互动,15-50人,A轮,朝阳区,高级Python工程师,1-3年,本科,20k-35k,"期权激励,扁平化管理,五险一金,年底双薪"
北京库神信息技术有限公司,库神,50-150人,A轮,海淀区,高级Python开发工程师,不限,本科,14k-28k,"每日下午茶,领导好,过节福利"
美景听听（北京）科技有限公司,美景听听App,15-50人,A轮,西城区,Python高级开发工程师,3-5年,本科,15k-30k,"优秀团队,气氛活跃,扁平化管理"
小立教育科技（北京）有限公司,小立教育,15-50人,天使轮,海淀区,Python开发工程师,应届毕业生,本科,15k-25k,"交通方便,免费健身,发展空间大,团队氛围好"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深Python研发工程师（devops经验优先）,5-10年,本科,20k-35k,"上市公司,大数据企业,年终奖金,带薪年假"
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,Python内容库开发工程师（技术）,不限,本科,15k-30k,"环境好,待遇高"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,中高级Python开发,3-5年,本科,18k-36k,"团队牛人多,年终奖丰厚,晋升调薪,全五险一金"
青岛通产伟博大数据运营有限公司,青岛通产伟博大数据运营有限公司,15-50人,不需要融资,海淀区,Python工程师,1-3年,本科,15k-30k,"Pytho,工程师,软件开发,Linux"
非凡维格（北京）信息科技有限公司,Weego Travel,15-50人,B轮,朝阳区,Python工程师-服务器端,1-3年,本科,15k-30k,"国际产品,大牛亲带,带薪年假,开放办公"
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,Python【实习生】,应届毕业生,本科,5k-10k,高挑战，大舞台，大牛带，氛围好
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,高级Python开发工程师,3-5年,本科,25k-45k,"优秀团队,科技金融,六险一金,工作居住证"
达内时代科技集团有限公司,达内集团,2000人以上,上市公司,海淀区,高级Python开发工程师,3-5年,本科,15k-25k,"五险一金,周末双休,绩效奖金,上市公司"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,Python 中级工程师,3-5年,本科,15k-25k,带薪年假+福利多+办公环境好+氛围自由开放
克鲁（北京）网络科技有限公司,Castbox,50-150人,B轮,朝阳区,Python后端开发工程师,3-5年,本科,20k-40k,"大牛云集,硅谷文化,免费三餐,租房补贴"
竞技世界（北京）网络技术有限公司,竞技世界,500-2000人,不需要融资,海淀区,服务器开发工程师（nodejs/java/python/go,5-10年,本科,25k-40k,大牛云集，固定调薪，国内外出游，领导好
北京华影聚合电影科技有限公司,华影聚合,15-50人,不需要融资,海淀区,Python,3-5年,本科,15k-25k,高效团队，立足电影行业，发展空间巨大
游尔（北京）机器人科技有限公司,游尔机器人,15-50人,天使轮,海淀区,python开发工程师,1-3年,本科,10k-20k,"大牛多,待遇好,前景好,氛围好"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python 中高级工程师,3-5年,本科,25k-50k,"业务发展快,技术氛围浓,福利好,上升空间大"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,python中高端开发工程师,1-3年,本科,20k-40k,"产品重要,成长快,挑战多"
北京多来点信息技术有限公司,哗啦啦,500-2000人,不需要融资,西城区,Python后端开发工程师,1-3年,本科,15k-25k,五险一金 年终奖金 带薪年假 节日福利
北京数盾信息科技有限公司,数盾科技,50-150人,天使轮,丰台区,存储研发工程师-python,1-3年,大专,8k-10k,"氛围好,领导好,核心产品,空间大"
北京格灵深瞳信息技术有限公司,格灵深瞳,150-500人,C轮,海淀区,Python高级开发工程师&nbsp;,3-5年,本科,15k-30k,"扁平化管理,不定期团建"
东吴（苏州）金融科技有限公司,东吴在线,50-150人,不需要融资,朝阳区,python量化开发工程师,不限,本科,12k-20k,"高频策略,自研自用,接触策略,券商系"
北京聚微合智信息技术有限公司,聚微,50-150人,不需要融资,,Python,1-3年,大专,12k-24k,弹性工作制，领导好，有前景，有奖金
北京石云科技有限公司,石云科技,50-150人,不需要融资,海淀区,Python,应届毕业生,本科,10k-20k,"蓝海市场,金融科技,大牛带队,奖金高"
星辰天合（北京）数据科技有限公司,XSKY,150-500人,C轮,海淀区,存储应用开发工程师-Java/GO/Python,3-5年,本科,18k-35k,"完善福利,人性化管理,扁平化管理"
小叶子（北京）科技有限公司,The ONE,150-500人,C轮,朝阳区,高级Python,3-5年,本科,20k-30k,"五险一金,交通补助,午晚餐"
深圳晶泰科技有限公司,晶泰科技,50-150人,C轮,海淀区,Python后台开发,1-3年,本科,10k-18k,"工作居住证,五险一金,带薪年假,MIT大牛"
上海理想信息产业（集团）有限公司,理想公司,150-500人,不需要融资,海淀区,云计算python研发工程师,3-5年,本科,15k-25k,"云计算,私有云"
北京百乘金科科技有限公司,百乘集团,2000人以上,上市公司,朝阳区,Python量化系统工程师,3-5年,本科,20k-40k,"五险一金,绩效奖金,餐补,带薪年假"
乐飞天下信息技术(北京)有限公司,乐飞天下,50-150人,未融资,朝阳区,Python中级开发工程师,5-10年,大专,17k-34k,"福利好,带薪假,员工旅游,调薪调岗"
北京汇行科技有限公司,妙计旅行,150-500人,B轮,东城区,Python后端工程师,1-3年,本科,12k-24k,"七险一金,晋升空间,14薪,提供三餐"
北京好赞移动科技有限公司,nice,50-150人,C轮,朝阳区,高级python开发工程师,3-5年,本科,25k-45k,"项目前景好,团队水平高,技能提升"
路书（北京）科技有限公司,路书,50-150人,A轮,朝阳区,高级python研发工程师,5-10年,本科,25k-40k,"优秀团队,高颜值产品,年度旅游,扁平化管理"
北京棣南新宇科技有限公司,棣南新宇,50-150人,不需要融资,海淀区,Python高级开发工程师,3-5年,本科,15k-20k,"创造,实实在在,价值"
北京凯奇谷信息技术股份有限公司,凯奇谷,150-500人,上市公司,朝阳区,服务器端开发工程师（Python）,1-3年,本科,10k-16k,牛人聚集 健身足疗按摩 餐补房补交通补
非凡维格（北京）信息科技有限公司,Weego Travel,15-50人,B轮,朝阳区,Python高级工程师-服务器端,3-5年,本科,25k-50k,"国际产品,带薪年假,弹性工作,开放办公"
北京云英传奇技术有限公司,CloudIn,50-150人,A轮,朝阳区,高级Python工程师,3-5年,本科,30k-40k,"大牛带队,绩效奖金,工程师文化,定期团建"
北京棕榈创想科技有限公司,PALMAX,50-150人,A轮,海淀区,Python开发工程师（广告产品）,1-3年,本科,15k-20k,"技术新,高激励,试用期全薪"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,python开发实习生,1年以下,不限,6k-9k,定期培训/定期团建/零食晚餐/牛人mentor
北京库神信息技术有限公司,库神,50-150人,A轮,海淀区,Python高级开发工程师,3-5年,大专,13K-25K,高薪 扁平管理 六险一金
永杨安风（北京）科技有限公司,LBE 科技,50-150人,B轮,朝阳区,资深Python工程师,5-10年,本科,35k-45k,"移动互联网,绩效奖金,妹子多,国外团建"
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,中级python开发工程师,1-3年,本科,15k-30k,"优质团队,商业资源,发展空间大"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Python后端研发工程师,3-5年,本科,25k-50k,"发展好,平台大,机会多,待遇好"
北京格上添富科技发展有限公司,格上添富,150-500人,不需要融资,朝阳区,Python应届毕业生,不限,本科,5k-8k,弹性工作、水果零食
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,Python开发工程师（运维方向）,不限,本科,20k-40k,"完善的福利,团队精湛,技术挑战,上升空间大"
北京链家房地产经纪有限公司立水桥北路店,链家,2000人以上,不需要融资,海淀区,Python高级开发,3-5年,本科,50k-80k,"15薪,发展平台"
北京诺信创联科技有限公司,诺信创联,15-50人,A轮,朝阳区,python后端工程师,3-5年,本科,15k-25k,"年底双薪,绩效奖金,领导好,氛围好"
北京小度互娱科技有限公司,百度视频,150-500人,B轮,海淀区,Python开发实习生,应届毕业生,本科,3k-4k,团队优秀
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,Python后端开发工程师,1-3年,本科,15k-30k,"弹性时间,技术大牛,公司旅游,福利齐全"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,Python高级开发工程师,3-5年,本科,20k-40k,"互联网大厂,成长空间,超强团队,氛围浓厚"
北京自造星球科技有限公司,牛顿Newton,50-150人,不需要融资,朝阳区,高级Python研发工程师,3-5年,本科,15k-30k,"区块链,高成长"
北京彩彻区明科技有限公司,彩彻区明科技,15-50人,A轮,海淀区,高级Python工程师,3-5年,本科,14k-20k,"年度双调薪,期权奖励,六险一金,主厨午餐"
上海裕木信息科技有限公司,裕木科技,50-150人,未融资,朝阳区,资深python工程师,5-10年,本科,35K-70K,"行业前景好,顶级团队,薪资高,产品业绩好"
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,高级python开发工程师,3-5年,本科,20k-40k,"发展空间大,优质团队"
北京第三石科技发展有限公司,第三石科技,50-150人,B轮,朝阳区,Python开发工程师（校招）,应届毕业生,本科,4k-8k,新锐的全球化移动电商平台
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,高级python开发工程师,5-10年,本科,28k-45k,"七险一金,免费健身,年轻化,不打卡"
北京汇行科技有限公司,妙计旅行,150-500人,B轮,东城区,Python后端工程师-经理级,3-5年,本科,15k-30k,"七险一金,14薪,晋升空间,部门负责人"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,Python后端工程师,1-3年,本科,15k-30k,"行业前沿,大牛云集,发展空间大,薪酬福利好"
北京石云科技有限公司,石云科技,50-150人,不需要融资,海淀区,Python/Ruby,1-3年,本科,15k-30k,"金融科技,新蓝海,牛人带队,年底双薪"
北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,海淀区,爬虫Python开发实习生,应届毕业生,本科,4k-6k,"发展空间大,福利好,办公环境好"
北京墨云科技有限公司,墨云科技,15-50人,A轮,海淀区,Python后端开发工程师,3-5年,本科,15k-30k,"五险一金,弹性工作,餐补,带薪年假"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,python高级工程师/开发专家（共享出行）,3-5年,本科,20k-40k,"阿里福利,工作氛围好"
成安（北京）科技发展有限公司,成安科技,15-50人,天使轮,朝阳区,高级Python开发工程师,3-5年,本科,15k-30k,"五险一金,补贴补助,年底14薪,氛围好"
北京格上添富科技发展有限公司,格上添富,150-500人,不需要融资,朝阳区,Python实习生,不限,本科,6k-12k,水果零食、弹性工作、扁平化管理
北京优思安科技有限公司,积云教育,150-500人,A轮,昌平区,python中高级讲师,3-5年,本科,15k-25k,"五险一金,餐补,节日福利,免费班车"
北京果壳互动科技传媒有限公司,果壳网,150-500人,C轮,朝阳区,后端技术经理（Python web）,5-10年,本科,20k-40k,"三餐,七险一金,海外游,核心团队"
北京音悦荚科技有限责任公司,音悦荚,50-150人,A轮,昌平区,Python技术经理,3-5年,本科,18k-36k,"弹性工作,期权,加班福利,奖金"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,高级服务器端Python工程师,3-5年,本科,30k-45k,"六险一金,福利年假,自助午餐,技术大牛"
北京石云科技有限公司,石云科技,50-150人,不需要融资,海淀区,Java/Python,应届毕业生,大专,8k-16k,"弹性工作,领导好,奖金高,蓝海市场"
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,Python后端开发工程师,3-5年,本科,25k-30k,"弹性打卡,五险一金,餐补,交通补助"
北京通力互联技术服务有限公司,通力互联,2000人以上,不需要融资,海淀区,后端Python开发,应届毕业生,本科,10k-15k,"大牛多,免费早晚餐,免费班车,领导好"
北京江山如画网路科技有限责任公司,江山如画网络科技,少于15人,天使轮,海淀区,python后端开发工程师,1-3年,本科,10k-18k,"提供住宿,晋升空间,五险一金"
博飞信息科技（上海）有限公司,博飞,15-50人,天使轮,朝阳区,云迁移平台Python开发高级工程师,5-10年,本科,15k-30k,"地铁附近,扁平化管理,公司氛围好,股票期权"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,运维开发工程师（监控系统，go/python）,3-5年,本科,18k-35k,"行业前三,年终奖,不打卡,免费三餐"
五洲万象（北京）科技有限公司,Baca,50-150人,C轮,海淀区,Python开发实习生,应届毕业生,硕士,7k-8k,"出海项目,大牛带队,氛围轻松,零食饮料"
北京推想科技有限公司,推想科技,150-500人,B轮,朝阳区,python实习生 (MJ000225),不限,本科,4k-8k,"人工智能,快速成长,弹性工作,团队牛B"
绫致时装（天津）有限公司,绫致时装（天津）有限公司,2000人以上,不需要融资,朝阳区,高级零售系统工程师 （Python工程师）,5-10年,本科,15k-20k,"大平台,新零售系统"
上海秘塔网络科技有限公司,秘塔科技,15-50人,天使轮,朝阳区,中高级 Python 工程师,1-3年,本科,18k-30k,"大牛导师,专注技术,福利优厚"
北京势在必行网络科技有限公司,币信,50-150人,不需要融资,海淀区,Python server端工程师,1-3年,本科,20k-40k,"扁平化管理,午晚餐丰盛,团队氛围好"
在线途游（北京）科技有限公司,途游,150-500人,B轮,朝阳区,python服务器,3-5年,本科,18k-35k,"千万级用户,工作氛围好,年终奖金,各种团"
北京阿丘科技有限公司,阿丘科技,50-150人,A轮,海淀区,后台开发工程师（Python）,不限,本科,15k-30k,"大牛多,技术氛围好,福利好,前景广阔"
拓天伟业（北京）资产管理集团有限公司,拓天,500-2000人,不需要融资,丰台区,python高级工程,5-10年,本科,25k-50k,"扁平化管理,试用期全额,10天年假,五险一金全"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,服务器端 Python 架构师,3-5年,本科,25k-45k,"六险一金,补充医疗,福利年假,免费自助"
柔持（北京）科技有限公司,柔持英语,150-500人,B轮,朝阳区,Python后端开发工程师,1-3年,本科,20k-30k,"交通方便,弹性时间,不加班"
北京健康有益科技有限公司,健康有益,50-150人,未融资,朝阳区,python后端高级开发工程师,3-5年,本科,15k-30k,"薪酬,机会,福利"
北京开课吧科技有限公司,开课吧,500-2000人,C轮,海淀区,python讲师（全职、兼职都可）,5-10年,本科,25k-45k,"弹性工作制,省外游"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,04537-数据系统开发工程师(Python),1-3年,本科,20k-35k,大平台
北京优思安科技有限公司,积云教育,150-500人,A轮,昌平区,Python高级讲师,3-5年,本科,20k-30k,"五险一金,餐补,周末双休,班车接送"
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,研发专家-Java/Python/C++/Go北京,3-5年,本科,25k-50k,"顶尖的团队,核心事业群,发展前景广"
小叶子（北京）科技有限公司,The ONE,150-500人,C轮,朝阳区,python实习生,不限,本科,3k-4k,"午晚餐,交通补助,弹性工作制"
北京神州绿盟信息安全科技股份有限公司,绿盟科技,500-2000人,上市公司,海淀区,Python实习生,不限,本科,2k-4k,"五险一金,周末双休"
北京猫起来科技有限公司,猫起来科技,少于15人,天使轮,朝阳区,python实习,不限,本科,4k-8k,全程参与打造一家有趣务实不失理想的公司。
中国科学院信息工程研究所,中科院信工所,500-2000人,不需要融资,海淀区,物联网安全分析C和Python实习生,应届毕业生,本科,6k-8k,"班车直达,中科院导师,免费体检,可做毕设"
亚马逊卓越有限公司,Amazon,500-2000人,不需要融资,朝阳区,Python Developer,3-5年,本科,25k-50k,"硅谷文化,产品影响力,团队大牛"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,Python后端架构师,5-10年,本科,35k-70k,"上市公司,大牛团队,福利优厚,晋升空间大"
深圳前海川谷信息技术有限公司,川谷金融科技,15-50人,天使轮,朝阳区,python算法工程师,1-3年,本科,10k-20k,五险一金 优秀团队 带薪年假
北京世相科技文化有限公司,新世相,150-500人,B轮,朝阳区,大数据开发工程师【Python】,3-5年,本科,15k-25k,"大咖多,氛围好"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,Python开发工程师（校招）,不限,本科,10k-15k,"七险一金,免费就餐,弹性工作,免费健身"
北京微笑科技有限公司,微笑科技,50-150人,A轮,海淀区,Python 游戏服务端开发,1-3年,本科,20k-25k,"五险一金,零食下午茶,中晚住家饭,定期团建"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,python运维开发工程师,5-10年,本科,30k-60k,"五险一金,周末双休,免费班车,餐补"
北京云族佳科技有限公司,云沃客,150-500人,A轮,海淀区,python高级工程师-北京,5-10年,大专,25k-40k,"绩效奖金,餐饮补贴,五险一金"
北京豆网科技有限公司,豆瓣网,150-500人,C轮,朝阳区,后端工程师（Python）,3-5年,本科,20k-35k,"五险一金,补充医疗"
北京聚微合智信息技术有限公司,聚微,50-150人,不需要融资,海淀区,Java/Python（高级）,3-5年,大专,20k-30k,"新蓝海,牛人带队,发展空间大,扁平化管理"
北京诸葛找房信息技术有限公司,诸葛找房网,150-500人,B轮,朝阳区,Python架构师,5-10年,本科,30k-50k,"六险一金,住房补贴,节日福利,一日三餐"
北京市海淀区八维计算机培训学校,北京八维研修学院,2000人以上,未融资,海淀区,Python项目经理,3-5年,大专,20k-30k,五险一金，寒假，房补，饭补，节日福利
湖北橙家装饰工程有限公司,橙家装饰,50-150人,天使轮,海淀区,Python后端开发工程师,3-5年,本科,20k-40k,"行业前沿,AI赋能,人工智能"
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,python课程助教,1-3年,本科,6k-9k,"发展空间大,福利待遇好,扁平管理,地铁周边"
联通大数据有限公司,联通大数据,150-500人,不需要融资,东城区,Python运维开发工程师,3-5年,本科,15k-25k,"锻炼思维,能力提升,地铁站旁,扁平化管理"
北京启明合心科技有限公司,合心科技,50-150人,A轮,海淀区,高级python后端工程师,3-5年,本科,20k-35k,"领导好,不打卡,氛围好"
恒爱高科（北京）科技有限公司,恒爱高科,15-50人,天使轮,海淀区,Python 后台工程师,1年以下,本科,5k-10k,"潜力大,钱多,技术先进,有实力"
北京联拓世纪管理咨询有限公司,联拓世纪,50-150人,未融资,海淀区,python/java高级后端开发工程师,3-5年,本科,20k-40k,发展空间大。老板nice 弹性工作时间
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,Python高级服务端开发工程师,3-5年,本科,30k-50k,"扁平化,职位空间大,薪资福利优,团队氛围好"
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,web端Python开发工程师,1-3年,本科,15k-30k,"七险一金,弹性工作,学习补贴,大牛云集"
北京石云科技有限公司,石云科技,50-150人,不需要融资,海淀区,Java/Python（实习）,应届毕业生,大专,3k-6k,"牛人带队,科技金融,蓝海市场"
北京希子教育科技有限公司,希子在线,少于15人,未融资,海淀区,高级Python后端工程师,1-3年,本科,20k-30k,"氛围愉快,竞争力薪酬,弹性工作,快速成长"
本征投资（海南）有限公司,本征资本（EigenCapital）,15-50人,不需要融资,海淀区,高级Python量化工程师,3-5年,本科,25k-50k,"高薪收入,内部培训,顶尖团队,弹性工作"
联通大数据有限公司,联通大数据,150-500人,不需要融资,东城区,Python高级运维开发工程师,5-10年,本科,15k-25k,"锻炼思维,偏平化管理,技能培训,地铁站旁"
北京创源微致软件有限公司,创源微致,500-2000人,不需要融资,海淀区,python后端开发工程师,5-10年,本科,20k-40k,"发展前景,丰厚年终奖,五险一金,良好氛围"
百融金融信息服务股份有限公司,百融金服,500-2000人,C轮,海淀区,高级python运维开发,3-5年,本科,15k-30k,"带薪年假,绩效奖金,年底双薪,补充医疗"
北京凯奇谷信息技术股份有限公司,凯奇谷,150-500人,上市公司,朝阳区,游戏研发工程师 （Python）（初级）,1-3年,本科,6k-8k,给力的团队 领导好 弹性工作 免费吃喝
赤子城网络技术（北京）有限公司,赤子城,150-500人,D轮及以上,朝阳区,中高级Python开发工程师（广告方向）,3-5年,本科,20k-30k,"七险一金,8天年假,团队氛围好,学习空间大"
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,编程讲师（python系统班）,1-3年,本科,15k-20k,"发展空间大,福利待遇大,扁平化管理,年底旅行"
博易智软（北京）技术股份有限公司,博易智软,150-500人,上市公司,海淀区,数据挖掘/算法工程师(R或Python）,3-5年,本科,15k-25k,"节日福利,餐补,年终奖,过节福利"
合一信息技术（北京）有限公司,合一信息技术（优酷）,500-2000人,上市公司,朝阳区,高级Python后端工程师,3-5年,本科,25k-50k,"大牛多,成长快,专属福利"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,python研发工程师（抓取平台开发方向）,3-5年,本科,20k-40k,六险一金、上升空间、弹性工作、优秀团队
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,python研发架构师,5-10年,本科,30k-45k,"周末双休,节日福利,五险一金,股票期权"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,数据平台研发（Python）工程师,3-5年,本科,25k-45k,"氛围好,平台大"
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,python助教实习生,1年以下,本科,4k-6k,"一带一帮带,独角兽行业"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深DevOps研发工程师（Python/GO）,5-10年,本科,20k-35k,"大数据企业,上市公司,年终奖金,带薪年假"
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,Lead Python/Java Engineer,5-10年,本科,35k-44k,"美资互联网,技术导向,英文环境,硅谷文化"
进化时代科技（北京）有限责任公司,进化时代,少于15人,A轮,海淀区,高级Python算法工程师,应届毕业生,硕士,20k-40k,"数据驱动,人工智能,激励丰厚,七险一金"
北京龙腾育才科技有限公司,龙腾育才,15-50人,未融资,,python讲师,5-10年,不限,10K-15K,有底薪有提成
林琳网络数据科技（北京）有限责任公司,D0 DATA,少于15人,未融资,昌平区,Python大数据工程师,不限,不限,6k-12k,"工作弹性,学习氛围好,自主自发"
北京硬球科技有限公司,硬球科技,15-50人,不需要融资,海淀区,python后端,3-5年,本科,10K-20K,"五险一金,周末双休,节假日福利,带薪年假"
北京科达思教育科技有限公司,WeCode,15-50人,A轮,朝阳区,Python课程设计,1-3年,本科,10k-20k,"13薪,年终奖,弹性工作,氛围好"
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,Python爬虫工程师,3-5年,本科,15k-20k,"五险一金,全勤奖,餐补,年终奖金"
北京挖优狗科技有限公司,挖优狗,少于15人,不需要融资,朝阳区,Python数据处理工程师,1-3年,本科,10k-20k,"清华团队,金融科技,成长空间大,技术先进"
IDG资本投资顾问（北京）有限公司,IDG Capital,150-500人,不需要融资,东城区,高级python数据工程师,3-5年,本科,15k-30k,"高端医疗,旅游,弹性工作,团队"
中益善源（北京）科技有限公司,中益善源,50-150人,不需要融资,朝阳区,数据平台研发（Python）工程师,3-5年,本科,15k-25k,"五险一金,餐费补助,弹性工作,补充医疗"
北京易商迅达科技有限公司,易商迅达,15-50人,未融资,海淀区,985/211-JAVA/Python全栈中高级,5-10年,本科,25k-50k,"发展潜力大,升值空间大,股权,产业链"
拉扎斯网络科技（上海）有限公司,饿了么,2000人以上,D轮及以上,朝阳区,高级python开发（微服务中间件）,1-3年,本科,15k-30k,中间件 出国团建 带薪假 补充医疗
小立教育科技（北京）有限公司,小立教育,15-50人,天使轮,海淀区,算法开发实习生（Python方向）,应届毕业生,本科,6k-10k,"团队氛围好,成长空间大,免费健身"
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,中高级Python爬虫工程师,3-5年,本科,20k-30k,"五险一金,餐补,全勤奖,年终奖金"
上海清鹤科技股份有限公司,清鹤科技,150-500人,上市公司,昌平区,资深后台开发工程师（python/C/C++),5-10年,本科,15k-25k,"老板nic,扁平化,团队活跃,年底奖金"
创盛视联数码科技（北京）有限公司,CC视频,150-500人,C轮,海淀区,Python架构师,5-10年,本科,22k-35k,"福利好,氛围好,空间大"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python研发工程师（机器学习方向）,3-5年,本科,18k-35k,前景无限，牛人云集，扁平管理
北京视野金服信息技术有限公司,视野金融,50-150人,A轮,海淀区,python数据处理工程师,1-3年,本科,20k-30k,期权奖励
深圳点猫科技有限公司,编程猫,500-2000人,B轮,东城区,Python培训讲师,3-5年,本科,8k-15k,"弹性,提成多多,五险一金,饭补"
北京百观科技有限公司,百观Lab,15-50人,A轮,东城区,Python数据与爬虫工程师,1-3年,本科,17k-26k,"高成长空间,有挑战性,福利待遇好,老板耐撕"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,高级Python研发工程师（机器学习业务方向）,不限,本科,18k-30k,"发展好,平台大"
北京艺富科技有限公司,艺富,15-50人,未融资,昌平区,Python/C++算法工程师,1-3年,本科,13k-26k,"五险一金,绩效奖金"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,python爬虫工程师,1-3年,本科,22k-40k,六险一金，弹性工作，免费三餐，租房补贴
北京云中融信网络科技有限公司,融云,150-500人,B轮,朝阳区,Python全栈工程师,3-5年,本科,15k-25k,"福利好,老板赞,弹性工作,补充医疗"
北京造数科技有限公司,造数,15-50人,A轮,朝阳区,Python爬虫工程师,1-3年,本科,15k-30k,"技能培训,人工智能,股票期权,团队年轻"
河南瑞格企业管理咨询有限公司,瑞格,500-2000人,天使轮,海淀区,资深Python架构师,3-5年,本科,28K-42K,年终奖 节日福利
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,c++/Python/Go......,3-5年,本科,30k-50k,"大牛多,成长快,六险一金,专属健身房"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,机器学习后端开发工程师（Java/Python）,3-5年,本科,18k-30k,"五险一金,福利待遇好,发展前景好,周末双休"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,高级Python研发工程师（机器学习业务方向）,不限,本科,20k-40k,"平台大,机会多,待遇好,发展快"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,Python爬虫工程师,3-5年,大专,20k-40k,"发展平台,空间大,氛围好,福利好"
北京多来点信息技术有限公司,哗啦啦,500-2000人,不需要融资,西城区,Python测试工程师（自动化）,1-3年,本科,15k-25k,五险一金 年终奖金 带薪年假 节日福利
北京水滴互联科技有限公司,水滴互助,500-2000人,A轮,朝阳区,Python爬虫工程师,3-5年,本科,15k-30k,"试用期不打,年底奖金,五险一金,周末双休"
北京中科模识科技有限公司,模识科技,50-150人,未融资,昌平区,python爬虫工程师,1-3年,本科,6k-8k,爬虫工程师
